Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
MUSICAL,BRASS,MUSCBrass,MUSC,"Brass musical instruments, trumpets, tuba, french horn.","tuba, french horn, trombone, trumpet, mellophone, euphorium, sousaphone, flugelhorn, bugle, saxhorn, cornet",乐句,铜管,大号、圆号、长号、小号、木管、行进圆号、大号、长号、号角、萨克斯管、短号
MUSICAL,CHIME,MUSCChim,MUSC,"Wind chimes, bell trees, Tinkerbell type magic chimes.","wind chime, bell tree, tinkle, twinkle, shimmer",乐句,钟铃,风铃、树铃、铃铛、闪烁、闪光
MUSICAL,CHORAL,MUSCChor,MUSC,"Choir pieces, choral, not for 'designed type vocally stuff'.","choir, choral, gospel, church",乐句,合唱,合唱团、唱诗班、福音、教堂
MUSICAL,EXPERIMENTAL,MUSCExpr,MUSC,"Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","theremin, glass armonica, pyrophone, stylophone, cristal baschet, electrified cactus, aeolian wind harp",乐句,实验,特雷门琴、玻璃琴、火风琴、斯特乐风迷你笔触琴、水晶琴、电动跳舞仙人掌、风弦琴
MUSICAL,INSTRUMENT,MUSCInst,MUSC,Various instruments that don't have a home in the other MUSICAL categories.,instrument,乐句,器乐曲,乐器
MUSICAL,KEYED,MUSCKeyd,MUSC,"Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","piano, organ, harpsicord, accordian, melodica, celesta, spinet, clavinet, clavichord, harmonium, dulcitone",乐句,键控,钢琴、管风琴、大键琴、手风琴、口风琴、钢片琴、斯平纳琴、电翼琴、小键琴、风琴、杜西冬琴
MUSICAL,LOOP,MUSCLoop,MUSC,"For looping musical phrases, sampled loops.","music loops, sample loops, drum loops",乐句,循环,音乐循环、采样循环、鼓循环
MUSICAL,MISC,MUSCMisc,MUSC,Music sounds not fitting another category in this list. Hopefully rarely needed.,"miscellaneous, harmonica, kazoo",乐句,杂项,各种各样的、口琴、卡祖笛
MUSICAL,PERCUSSION,MUSCPerc,MUSC,"Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","timpani, kettle drum, bass drum, toms, war drums, taiko, kick drum, snare drum",乐句,打击,定音鼓、锅鼓、低音鼓、筒鼓、战鼓、太鼓、底鼓、军鼓
MUSICAL,PERCUSSION TUNED,MUSCTnprc,MUSC,"Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","glockenspiel, xylophone, vibraphone, metallophone,  bell lyre, steel drum, marimba",乐句,打击乐,钟琴、木琴、颤音琴、铁琴、里拉铁片琴、钢鼓、马林巴琴
MUSICAL,PERFORMANCE,MUSCPrfm,MUSC,"A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","band, street musician, live concert, show, nightclub, ",乐句,表演,乐队、街头音乐家、现场音乐会、演出、夜总会
MUSICAL,PLUCKED,MUSCPluck,MUSC,"Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","guitar, banjo, ukelele, harp, acoustic guitar, bass guitar, mandolin,  balalaika, sitar, pipa, thumb piano, jaw harp, zither, balalaika, autoharp, kora, lute, lyre, oud, tambura, karimba",乐句,拨弦乐,吉他、班卓琴、尤克里里、竖琴、原声吉他、电贝斯、曼陀铃、巴拉莱卡琴、西塔琴、琵琶、拇指琴、口簧琴、古筝、巴拉莱卡琴、自动竖琴、科拉琴、鲁特琴、里拉琴、乌德琴、坦布拉琴、卡林巴
MUSICAL,SAMPLE,MUSCSmpl,MUSC,"Musical samples. Single triggered samples, not loops, which has its own subcategory here.","samples, raw samples, one-shot",乐句,采样,采样、原始采样、单次
MUSICAL,SHAKEN,MUSCShake,MUSC,"Shaken musical instruments, rattles, tamourines.","maracas, tambourine, rattles, rainstick, shekere , egg shaker, chajchas, monkey stick, katsa, sistrum, shaker, cabasa",乐句,沙棒,沙锤、铃鼓、拨浪鼓、雨声器、椰铃、沙蛋、羊蹄拨浪鼓、拉格琴、katsa、摇铃、沙鈴、铁沙铃
MUSICAL,SONG & PHRASE,MUSCSong,MUSC,"Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","music, player piano, ringtone, musical car by, phrase",乐句,段子,音乐、自动演奏钢琴、铃声、汽车音响、乐句
MUSICAL,STINGER,MUSCStngr,MUSC,"A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","music sting, news sting, title",乐句,重击音,音乐短乐句、新闻短乐句、标题乐句
MUSICAL,STRINGED,MUSCStr,MUSC,"Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","violin, cello, viola, violoncello, bass, double bass",乐句,弦乐,小提琴、大提琴、中提琴、大提琴、低音、低音提琴、竖琴
MUSICAL,SYNTHESIZED,MUSCSynth,MUSC,"Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","synth, moog, casio, roland, arp, synthesizer, oberheim, minimoog, yamaha, korg",乐句,合成器,合成、穆格、卡西欧、罗兰、琶音、合成器、oberheim、迷你穆格、雅马哈、科音
MUSICAL,TOY,MUSCToy,MUSC,"Toys that play musical phrases, also music boxes would go here.","music box, jack in the box",乐句,玩具,音乐盒、八音盒
MUSICAL,WOODWIND,MUSCWind,MUSC,"Woodwind instruments like flute, oboe, bassoon, clarinet.","flute, piccolo, oboe, bassoon, recorder, clarinet, saxophone, bass clarinet, ney, bansuri, kaval, pan flute, xiao, fife, ",乐句,木管,长笛、短笛、双簧管、巴松管、录音机（竖笛）、单簧管、萨克斯管、低音单簧管、纳伊笛、印度班苏里笛、卡瓦尔木笛、排箫、箫 、菲菲笛
NATURAL DISASTER,AVALANCHE,NATDAval,NATD,"Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","landslide, mudslide",自然灾害,雪崩,塌方、泥石流
NATURAL DISASTER,EARTHQUAKE,NATDQuak,NATD,Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.,"earthquake, rumble, rattle, fissure, lfe",自然灾害,地震,地震、隆隆声、隆隆作响、裂缝、低频声
NATURAL DISASTER,MISC,NATDMisc,NATD,Natural Disaster sounds not fitting another category in this list.,miscellaneous,自然灾害,其他,各种各样的
NATURAL DISASTER,TORNADO,NATDTorn,NATD,"Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","twister, vortex, waterspout",自然灾害,龙卷风,龙卷风、漩涡、水龙卷、龙吸水
NATURAL DISASTER,TSUNAMI,NATDTsun,NATD,"Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","tidal wave, tsunami",自然灾害,热带风暴,浪潮、海啸
NATURAL DISASTER,TYPHOON,NATDThyp,NATD,"Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","typhoon, hurricane, cyclone, tropical storm",自然灾害,台风,台风、飓风、旋风、热带风暴
NATURAL DISASTER,VOLCANO,NATDVolc,NATD,"Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","eruption, lava, lava bombs, eruptions, pyroclast",自然灾害,火山喷发,喷发、熔岩、岩浆、熔岩炸弹、火山爆发、火山碎屑
OBJECTS,BAG,OBJBag,OBJ,"Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","duffle, backpack, back pack, purse, handbag, shoulder bag, camera bag",物件,袋子,行李箱、双肩包、背包、钱包、手提包、单肩包、相机包
OBJECTS,BOOK,OBJBook,OBJ,"Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","book, cover, magazine, catalog, textbook, dictionary, tome, volume, bible, publication",物件,书籍,书、封面、杂志、目录、教科书、字典、册、卷、圣经、出版
OBJECTS,COIN,OBJCoin,OBJ,"Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","toss, flip, ping, dump, spin, piggy bank, clink, coinage, loose change, change, silver dollar, penny, nickel, dime, quarter",物件,硬币,扔、翻、碰、丢、旋转、存钱罐、碰杯、叮当声、硬币、零钱、钢镚儿、银币、便士、五分钱、一毛钱、两毛五
OBJECTS,CONTAINER,OBJCont,OBJ,"Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","box, carboard box, container, package, jewelly box, plastic container, lid, tupperware, capsule, breadbox, canister, toolbox, pill box",物件,箱盒,盒子、硬纸盒、容器、包裹、珠宝盒、塑料容器、盖子、特百惠、胶囊、面包箱、罐、工具箱、药盒
OBJECTS,FASHION,OBJFash,OBJ,"Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","shoes, boots, mascara, lipstick, makeup, belt, sash, scarf, high-heels, eyeliner, sunglasses, glasses, wallet, hat, gloves, watches, shawl, socks, bandana, headband, ties, muffs, suspenders, robe, hankerchief",物件,花园,鞋子、靴子、睫毛膏、口红、化妆品、腰带、饰带、围巾、高跟鞋、眼线笔、太阳镜、眼镜、钱包、帽子、手套、手表、披肩、袜子、大手帕、发带、领带、套袖、背带、长袍、手绢
OBJECTS,FURNITURE,OBJFurn,OBJ,"Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","chesterfield, sofa, rocking chair, table, chair, loveseat, stool, cabinet, bookcase, bed, couch, chest",物件,健身房,真皮沙发、沙发、摇椅、桌子、椅子、双人沙发、凳子、柜子、书柜、床、长椅、箱子
OBJECTS,GARDEN,OBJGrdn,OBJ,"Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","flower pot, garden sculpture, hose, faucet, watering can, bird feeder, composter",物件,时尚,花盆、花园雕塑、水管、水龙头、喷壶、喂鸟器、堆肥器
OBJECTS,GYM,OBJGym,OBJ,"Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","weight, dumbell, barbell, mat, weight bench, jumprope, exercise ball, yoga mat, weight bench, resistance band, kettlebell, fitness ball, exercise ball",物件,家具,力量器械、哑铃、杠铃、垫子、举重床、跳绳、健身球、瑜伽垫、推举椅、阻力带、壶铃、健身球、练习球
OBJECTS,HOUSEHOLD,OBJHsehld,OBJ,"Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","domestic, home, house",物件,家用品,家用的、家、房子
OBJECTS,JEWELRY,OBJJewl,OBJ,"Bracelets, necklaces, rings.","bracelet, necklace, crown, earing, ring, nosering, pendant, tie pin, cufflinks",物件,珠宝首饰,手链、手镯、项链、皇冠、耳环、戒指、鼻饰、吊坠、领带针、袖扣
OBJECTS,KEYS,OBJKey,OBJ,"Keys jingling, keys movement in lock.","keyring, keychain, lanyard",物件,钥匙,钥匙圈、钥匙扣、挂绳
OBJECTS,LUGGAGE,OBJLug,OBJ,"Suitcases, luggage related sounds, handling, opening, packing.","suitcase, baggage, duffel bag, duffel",物件,行李,手提箱、行李、行李袋、行李箱
OBJECTS,MEDICAL,OBJMed,OBJ,Common objects in hospital or medical office.,"manual blood pressure meter, stethoscope, rubber gloves, clamp, syringe, forcep",物件,医疗,手动血压计、听诊器、橡胶手套、夹子、注射器、镊子
OBJECTS,MISC,OBJMisc,OBJ,Object sounds not fitting another category in this list.,miscellaneous,物件,其他,各种各样的
OBJECTS,OFFICE,OBJOffc,OBJ,"Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","stapler, paper cutter, hole punch, scissors, paper tray, paperweight, folder, binder, report",物件,办公设备,订书机、裁纸机、打孔机、剪刀、纸托盘、压纸器、文件夹、活页夹、文件
OBJECTS,PACKAGING,OBJPack,OBJ,"Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","cardboard, styrofoam, packing peanuts, labels, packing paper, bubblewrap",物件,包装品,纸板、泡沫聚苯乙烯、泡沫填充物、标签、包装纸、泡沫包装
OBJECTS,TAPE,OBJTape,OBJ,Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.,"tape, velcro, flypaper, glue, packing tape, masking tape, duct tape, gaffer tape, scotch tape, double stick tape",物件,胶带制品,胶带、魔术贴、防蝇纸、胶水、包装胶带、美纹纸胶带、胶布、电工胶带、透明胶带、双面胶带
OBJECTS,UMBRELLA,OBJUmbr,OBJ,"Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","shake, rustle, pop, thump",物件,伞,摇晃、沙沙声、砰砰声
OBJECTS,WHEELED,OBJWhled,OBJ,"Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","pram, perambulator, baby carriage, wheelchair, dolly, stroller, cart, gurney",物件,有轮制品,婴儿车、手推车)、轮椅、婴儿推车、手推车、搬运车、轮床
OBJECTS,WRITING,OBJWrite,OBJ,"Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","pen, pencil, marker, chalk, crayon, dry erase board, sharpie, signature",物件,书写用品,钢笔、铅笔、记号笔、粉笔、蜡笔、白板笔、签字笔
OBJECTS,ZIPPER,OBJZipr,OBJ,"Pant zippers, bag zippers, luggage zippers.","zipper, pants, jacket, tent, bag",物件,拉链,拉链、裤子、夹克、帐篷、包
PAPER,FLUTTER,PAPRFltr,PAPR,"Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","flutter, flap, fall, confetti, cardboard, paper",纸张,抖动,颤动、襟翼、坠落、五彩纸屑、纸板、纸
PAPER,FRICTION,PAPRFric,PAPR,Paper and Cardboard. Sliding paper or scraping paper.,"sliding, scraping, cardboard, paper",纸张,碰撞,滑动、刮擦、纸板、纸
PAPER,HANDLE,PAPRHndl,PAPR,"Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","turn, page, flip, browse, peruse, cardboard, paper",纸张,手持噪音,翻、翻页、翻页、浏览、细读、纸板、纸
PAPER,IMPACT,PAPRImpt,PAPR,"Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","paper hit, smack, slap, newspaper, magazine, cardboard, paper",纸张,摩擦,纸张击打、拍击、巴掌、报纸、杂志、纸板、纸
PAPER,MISC,PAPRMisc,PAPR,Paper and Cardboard. Paper sounds not fitting another category in this list.,miscellaneous,纸张,杂项,各种各样的
PAPER,RIP,PAPRRip,PAPR,"Paper and Cardboard. Ripping paper, paper tears.","tear, rip, shred, cardboard, paper",纸张,撕扯,撕裂、撕裂、撕碎、纸板、纸
PAPER,TONAL,PAPRTonl,PAPR,"Paper and Cardboard. Not very common, but tonal paper sounds.","tonal, singing, ringing, paper, cardboard",纸张,音乐性,音调、歌唱、铃声、纸、纸板
PLASTIC,BREAK,PLASBrk,PLAS,"Plastic breaking, crunches, rips, shatters.","break, crack, rip, shatter, crunch",塑料,打碎,打破、裂缝、撕裂、粉碎、紧缩
PLASTIC,CRASH & DEBRIS,PLASCrsh,PLAS,"Plastic crashing, groups items falling, group destruction, plastic debris.","fall, crash, debris",塑料,碎片,坠落、坠毁、碎片
PLASTIC,FRICTION,PLASFric,PLAS,"Plastic friction, such as scrapes, creaks, squeaks, screeching.","stress, scrape, creaks, squeaks, screech",塑料,挤压,压力、刮擦、剐蹭、吱吱声、尖叫声
PLASTIC,HANDLE,PLASHndl,PLAS,"Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","handle, grab, set, pickup, set down, toss, catch",塑料,抓取,把手、手柄、抓握、放置、拾起、放下、抛掷、握住
PLASTIC,IMPACT,PLASImpt,PLAS,"Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","hit, drop, impact",塑料,打击,撞击、掉落、撞击、摔打
